Stop Words List:
['to', 'from', 'if', 'is', 'to', 'from', 'if', 'is', 'has', 'been', 'to', 'from', 'which', 'if', 'the', 'is', 'to', 'the', 'of', 'in', 'have', 'up', 'in', 'the', 'to', 'has', 'been', 'to', 'from', 'which', 'if', 'the', 'is', 'to', 'the', 'of', 'in', 'have', 'up', 'in', 'the', 'to', 'to', 'from', 'if', 'is', 'from', 'to', 'from', 'to', 'of', 'are', 'to', 'from', 'if', 'is', 'to', 'from', 'if', 'is', 'at', 'in', 'have', 'up', 'in', 'to', 'the', 'of', 'has', 'been', 'to', 'from', 'which', 'if', 'the', 'is', 'to', 'the', 'of', 'in', 'have', 'up', 'in', 'the', 'to', 'the', 'of', 'to', 'the', 'have', 'their', 'to', 'the', 'a', 'in', 'in', 'the', 'of', 'or', 'of', 'a', 'of', 'a', 'by', 'an', 'of', 'and', 'that', 'the', 'by', 'on', 'in', 'of', 'the', 'was', 'in', 'a', 'a', 'of', 'have', 'to', 'which', 'has', 'been', 'in', 'with', 'the', 'of', 'its', 'the', 'be', 'the', 'of', 'to', 'with', 'is', 'to', 'the', 'at', 'that', 'with', 'a', 'of', 'above', 'has', 'the', 'that', 'this', 'the', 'of', 'a', 'in', 'and', 'the', 'of', 'in', 'a', 'is', 'the', 'for', 'an', 'in', 'to', 'the', 'at', 'a', 'of', 'to', 'the', 'of', 'other', 'the', 'that', 'other', 'such', 'as', 'and', 'as', 'a', 'in', 'the', 'to', 'as', 'these', 'to', 'when', 'for', 'for', 'on', 'on', 'to', 'our', 'and', 'to', 'our', 'by', 'all', 'to', 'from', 'if', 'is', 'in', 'in', 'if']
Total word counts for stopwords: 204

Words count/frequency for the text in the article:
[(22, 'the')
, (1, 'said')
, (1, 'retail')
, (1, 'result')
, (1, 'remains')
, (1, 'recovery')
, (1, 'receive')
, (1, 'ratio')
, (1, 'quarters')
, (1, 'quarter')
, (1, 'projected')
, (1, 'price')
, (1, 'position')
, (1, 'portal')
, (1, 'point')
, (1, 'players')
, (1, 'platforms')
, (1, 'platform')
, (1, 'plans')
, (1, 'physical')
, (1, 'parcels')
, (1, 'parcel')
, (1, 'owned')
, (1, 'outlets')
, (1, 'or')
, (1, 'o')
, (1, 'noted')
, (1, 'norm')
, (1, 'non')
, (1, 'next')
, (1, 'newsletter')
, (1, 'new')
, (1, 'net')
, (1, 'namely')
, (1, 'myGDEX')
, (1, 'month')
, (1, 'model')
, (1, 'million')
, (1, 'merchandise')
, (1, 'measures')
, (1, 'lot')
, (1, 'listed')
, (1, 'likely')
, (1, 'lean')
, (1, 'leading')
, (1, 'launched')
, (1, 'its')
, (1, 'information')
, (1, 'industry')
, (1, 'includes')
, (1, 'hub')
, (1, 'hit')
, (1, 'highlighted')
, (1, 'help')
, (1, 'habits')
, (1, 'growth')
, (1, 'group')
, (1, 'gross')
, (1, 'funding')
, (1, 'fourth')
, (1, 'fit')
, (1, 'firm')
, (1, 'financial')
, (1, 'expansion')
, (1, 'evaluating')
, (1, 'enforced')
, (1, 'employers')
, (1, 'ecosystem')
, (1, 'earnings')
, (1, 'e')
, (1, 'done')
, (1, 'distancing')
, (1, 'digital')
, (1, 'delivery')
, (1, 'day')
, (1, 'data')
, (1, 'current')
, (1, 'consumers')
, (1, 'consumer')
, (1, 'competitors')
, (1, 'compared')
, (1, 'company')
, (1, 'companies')
, (1, 'commerce')
, (1, 'clientele')
, (1, 'channel')
, (1, 'cash')
, (1, 'capacity')
, (1, 'business')
, (1, 'big')
, (1, 'believed')
, (1, 'be')
, (1, 'balance')
, (1, 'average')
, (1, 'automated')
, (1, 'associate')
, (1, 'are')
, (1, 'approximately')
, (1, 'applying')
, (1, 'another')
, (1, 'ahead')
, (1, 'adapted')
, (1, 'accurate')
, (1, 'above')
, (1, 'abidinideas')
, (1, 'Youtube')
, (1, 'YouTube')
, (1, 'You')
, (1, 'World')
, (1, 'WhatsApp')
, (1, 'Web')
, (1, 'Vietnamese')
, (1, 'Van')
, (1, 'Vacancies')
, (1, 'Uncle')
, (1, 'Tuesday')
, (1, 'The')
, (1, 'Terms')
, (1, 'T')
, (1, 'Supply')
, (1, 'Stories')
, (1, 'Sports')
, (1, 'Should')
, (1, 'Sharon')
, (1, 'Sdn')
, (1, 'Sarawak')
, (1, 'Sabah')
, (1, 'SAP')
, (1, 'Rights')
, (1, 'Reserved')
, (1, 'Recommended')
, (1, 'RSS')
, (1, 'RM100')
, (1, 'Privacy')
, (1, 'Print')
, (1, 'Previous')
, (1, 'Posts')
, (1, 'Post')
, (1, 'Policy')
, (1, 'Petaling')
, (1, 'Perspective')
, (1, 'PT')
, (1, 'PSU')
, (1, 'Order')
, (1, 'On')
, (1, 'Ninja')
, (1, 'Next')
, (1, 'News')
, (1, 'Navigate')
, (1, 'Nature')
, (1, 'Nation')
, (1, 'Movement')
, (1, 'Messenger')
, (1, 'Meanwhile')
, (1, 'May')
, (1, 'Matters')
, (1, 'Malaysia')
, (1, 'Lite')
, (1, 'Like')
, (1, 'Kong')
, (1, 'KUCHING')
, (1, 'Just')
, (1, 'June')
, (1, 'Jaya')
, (1, 'J')
, (1, 'It')
, (1, 'Investment')
, (1, 'IOI')
, (1, 'GD')
, (1, 'Friday')
, (1, 'Follow')
, (1, 'Features')
, (1, 'Email')
, (1, 'Due')
, (1, 'Domestically')
, (1, 'DI')
, (1, 'Copyright')
, (1, 'Control')
, (1, 'Contact')
, (1, 'Conditions')
, (1, 'Conditional')
, (1, 'Commerce')
, (1, 'Columns')
, (1, 'Challenging')
, (1, 'Carrier')
, (1, 'Bytes')
, (1, 'By')
, (1, 'Borneo')
, (1, 'Bank')
, (1, 'Asia')
, (1, 'As')
, (1, 'ArticleProvide')
, (1, 'Article')
, (1, 'Analysts')
, (1, 'Amanah')
, (1, 'All')
, (1, 'According')
, (1, 'About')
, (1, 'AM')
, (1, 'A')
, (1, '8')
, (1, '55')
, (1, '5')
, (1, '4QFY20')
, (1, '45')
, (1, '44')
, (1, '32')
, (1, '2QCY20')
, (1, '2Q')
, (1, '29')
, (1, '2021')
, (1, '2018')
, (1, '2010')
, (1, '1Q')
, (1, '180')
, (1, '15')
, (1, '149')
, (1, '122')
, (1, '000')
, (1, '0')
]
